ISIN_CODE,BSE_Symbol,OneWR,OneMR,ThreeMR,OneYR,ThreeYR,FiveYR,TenYR,P_E,Sector_PE,P_B,Median_PB,DE_Ratio,ROE,EYield,DYield,OPM,EV_EBITDA,PS_Ratio,PCF,PEG_Ratio,FCF,LTD,OverallValue,bullpattn,bearpattn,PSAR,momentum,daily_vol,slowRSI,AweOsc,week_vol,fastRSI,UltOsc,month_vol,bullupdates,bearupdates
INE712K01011,539334,6.19,1.67,32.87,77.65,-,-,-,25.17,25.17,3.95,21.44 (1-Y),0.08,17.1,6.53,0.57,17.39,13.82,2.45,36.49,0.18,-24.27,14.99,Not cheap but still Good,Weekly Bullish Harami Formation formed on 14-Nov-2017<br />Three Outside Up formed on 13-Nov-2017<br />Weekly Inverted Hammer Formation formed on 03-Nov-2017<br />Bullish Harami Formation formed on 24-Oct-2017<br />Bullish MaruBozu formed on 06-Oct-2017,Three Outside Down formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Three Dark Crows formed on 02-Nov-2017<br />Three Inside Down formed on 01-Nov-2017<br />Bearish Harami Formation formed on 31-Oct-2017,242.47865,25.55,0.0665,37.3,27.57059,0.0434,41.32,46.49,0.0641,-,PSAR Bearish Reversal on Monthly Chart seen on 14-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 14-Nov-2017
INE796C01011,503837,10.76,-8.42,20.27,72.07,16.92,10.5,-1.1,-,106.0925,0.73,5.41 (5-Y),3.2,-1.88,11.2,0,7.82,6.65,0.09,1.67,-,-0.92,103.52,Very Costly,-,-,20.61025,-0.07,0.0389,28.05,2.894029,0.0573,12.04,73.45,0.0568,-,-
INE617D01017,516086,-8.45,6.19,30.16,-,24.7,25.2,-,6.21,41.18833333,0.63,6.06 (5-Y),2.84,7.58,14.07,0,15.49,4.61,0.15,11.97,0.44,-2.97,75.03,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE164H01011,503205,2.55,-10.09,-0.3,-13.19,-24.25,-16.38,-17.91,-,105.83,1.13,62.77 (5-Y),2.54,-10.25,-3.34,0,-64.71,-30.02,3.91,-5.81,-,-88.62,1167.93,Very Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE879A01019,532310,8.47,-2.19,2.44,6.06,28.69,30.94,8.7,-,10.36,11.35,1.22 (5-Y),7.41,-20.79,0.64,0,12.67,15.34,0.69,5.55,-,9.24,116.89,Poor,Bullish MaruBozu formed on 17-Nov-2017<br />Weekly Bullish Harami Formation formed on 02-Nov-2017<br />Monthly Bullish Harami Formation formed on 27-Oct-2017<br />Monthly Bullish Harami Formation formed on 18-Oct-2017<br />Bullish GapUp Formation formed on 10-Oct-2017,Weekly Hanging Man at Uptrend formed on 17-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 13-Nov-2017<br />Bearish MaruBozu formed on 10-Nov-2017<br />Weekly Spinning Top formed on 10-Nov-2017<br />Bearish Harami Formation formed on 08-Nov-2017,15.520207,0.45,0.0812,32.8,0.081618,0.0696,48.89,41.41,0.0784,CMF-Bullish Trend Change seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 20-Nov-2017,Weekly MACD Below Zero Line seen on 20-Nov-2017<br />Monthly MACD Below Zero Line seen on 20-Nov-2017<br />MACD Below Zero Line seen on 20-Nov-2017<br />Weekly CMF-Bearish Trend Change seen on 17-Nov-2017<br />Weekly MACD Below Signal Line seen on 14-Nov-2017
INE278B01020,500356,4.65,0.19,7.25,-7,43.87,11.34,-0.86,-,65.455,0.86,-,0.55,-2.06,-0.34,0,8.21,29.85,1.04,36.21,-,-4.31,244.02,Poor,Three Inside Up formed on 13-Nov-2017<br />Bullish Harami Formation formed on 10-Nov-2017<br />Bullish Harami Formation formed on 02-Nov-2017<br />Weekly Bullish Engulfing Formation formed on 18-Oct-2017<br />Weekly Abandoned Baby Bullish formed on 06-Oct-2017,Three Inside Down formed on 15-Nov-2017<br />Bearish Harami Formation formed on 14-Nov-2017<br />Bearish Engulfing Formation formed on 09-Nov-2017<br />Monthly Spinning Top formed on 08-Nov-2017<br />Monthly Spinning Top formed on 02-Nov-2017,28.48629,0.650001,0.0385,26.87,0.158529,0.0363,29.74,41.95,0.0729,PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017,Monthly MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Signal Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017
INE765K01027,531149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE087H01022,532670,5.75,17.38,-4.34,25.86,-2.12,-10.79,-7.13,-,-,0.57,21.79 (5-Y),-2.42,0,-0.87,0,-2.29,155.04,0.22,1.6,-,-1499.71,9104.11,Very Costly,Monthly Three Inside Up formed on 17-Nov-2017<br />Monthly Three Inside Up formed on 10-Nov-2017<br />Monthly Inverted Hammer Formation formed on 07-Nov-2017<br />Three Inside Up formed on 06-Nov-2017<br />Bullish Harami Formation formed on 03-Nov-2017,Weekly Bearish Harami Formation formed on 16-Nov-2017<br />Three Outside Down formed on 08-Nov-2017<br />Weekly Bearish Harami Formation formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Bearish MaruBozu formed on 26-Oct-2017,14.973876,-0.3,0.021,63.52,-0.101912,0.0253,60.44,34.9,0.0359,ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 20-Nov-2017,ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017
INE387D01025,513488,-11.99,32.53,10.25,87.43,23.84,-,10.31,9.59,17.80666667,0.72,5.97 (3-Y),0,6.11,18.57,0,10.14,4.52,0.58,10.32,-0.67,0.93,0.03,Not cheap but still Good,-,-,15.314741,-0.15,0.0034,28.04,-1.139706,0,51.71,45.63,0.0084,-,-
INE117K01013,531667,-,-,-,-,-22.06,-,-,6.42,41.256,0.88,6.42 (3-Y),2.39,31.75,29.91,0,7.77,3.32,0.06,1.67,0.11,1.04,11.44,Cheap,-,-,6.925152,0.34,0,100,0.24,0,100,100,0,-,-
INE238Y01018,Not Listed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE130D01037,590128,-0.38,-4.71,-23,-,-10.15,-45.45,-,188.6,188.6,0.75,194.93 (5-Y),0,0.06,1.7,0,55.69,56.66,24.85,-182.13,-6.55,-0.11,-,Cheap,-,-,12.05,-0.08,0.0928,57.47,0.374882,0.0789,26.01,62.53,0.0639,-,-
INE402Y01010,540738,14.81,18.43,-,-,-,-,-,34.35,186.86,3.13,-,1.87,11.37,6.46,0,9.13,-,-,15.16,-,-5.84,27.33,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
